sentence	entity	entity_tag	entity_pos_start_rel	entity_pos_end_rel	label
Турция сообщила, что ее вооруженные силы за последние два дня уничтожили 49 курдских инсургентов в районе границы с Ираком.	курдских	NATIONALITY	76	84	-1
Премьер-министр Италии Марио Монти подтвердил намерение подать прошение об отставке после того, как парламент одобрит закон о государственном бюджете на 2013 г. Этот и другие вопросы глава кабинета обсудил в ходе двухчасовой беседы с Президентом страны Джорджо Наполитано, передает Reuters.	Президентом страны	PROFESSION	234	252	0
Президент России Дмитрий Медведев принял отставку губернатора Приморского края Сергея Дарькина.	Сергея Дарькина	PERSON	79	94	-1
Турция сообщила, что ее вооруженные силы за последние два дня уничтожили 49 курдских инсургентов в районе границы с Ираком.	Ираком	COUNTRY	116	122	0
В 2014 году дело было закрыто, но его возобновили в 2016 году после того, как Голстейн в интервью Fox News заявил, что убил талиба, задержанного в афганском районе Марджа, из опасений, что, если его отпустят на свободу, он будет нападать на афганцев, помогающих американским военным.	афганцев	NATIONALITY	241	249	1
В этот день израильтяне вспоминают свои сограждан погибших во время арабо-израильских войн и от рук арабских террористов, в период с 1862 года по наше время.	арабо	NATIONALITY	68	73	0
Он сказал, что собрал команду профессионалов, которые будут поддерживать сайт, в том числе журналистов, редакторов, адвокатов и хакеров, которые помогут защищаться от возможных кибератак.	редакторов	PROFESSION	104	114	0
Гейтс сравнил переход от традиционных туалетов к моделям, не использующим воду, с развитием техники в середине 1970-х годы, когда был создан Microsoft.	Гейтс	PERSON	0	5	0
Сенатор Российской Федерации Аркадий Чернецкий указал:	Аркадий Чернецкий	PERSON	29	46	0
Спасибо ребята, что вы с нами, про оксюморона не пишите в личку, мне нечего сказать кроме того, что сказал мой друг Андрей Замай: прожить надо так, чтобы оксюморон не узнал о твоем творчестве.	оксюморон	PERSON	154	163	-1
Полный список держался в секрете, однако эксперты называли в числе фаворитов молодёжных активисток Ильвад Эльман из Сомали и Хаджер Шариф из Ливии, а также активиста из Гонконга 23-летнего Натана Лау и экоактивистку из Швеции Грету Тунберг.	Швеции	COUNTRY	219	225	0
Такой запрет со стороны России вызвал резкую реакцию Беларуси: президент Лукашенко заявил, что Россия нарушает нормы Таможенного союза:	Таможенного союза	ORGANIZATION	117	134	1
Фаворит группы «А» — сборная России — сенсационно проиграла грекам 0:1 и вылетела из турнира.	сборная России	ORGANIZATION	21	35	-1
Также Лидстрем преуспел и в персональных наградах, семь раз получив «Норрис трофи» как лучший защитник в НХЛ и двенадцать раз участвовав в Матчах всех звезд НХЛ.	НХЛ	ORGANIZATION	157	160	0
В Лиге чемпионов клуб вышел в 1/8, где ему противостоит парижский ПСЖ, с первого места в группе с португальским «Порту», киевским «Динамо» и «Маккаби» из Тель-Авива.	Порту	ORGANIZATION	113	118	0
Она звучит, когда разработчики показывают череду беспричинных убийств.	разработчики	PROFESSION	18	30	0
Главные роли исполняют Мария Шукшина и Андрей Мерзликин; также в спектакле примут участие Сергей Никоненко и Наталья Егорова.	Мария Шукшина	PERSON	23	36	0
«То, что правительство Сальвадора пошло на поводу у явного вмешательства Китая во внутреннюю политику государства Западного полушария, вызывает серьезную озабоченность у Соединённых Штатов и приведет к переоценке наших отношений с Сальвадором», — говорится в заявлении Белого дома.	Белого дома	ORGANIZATION	269	280	0
Дилма Руссефф и Патриарх Кирилл 16 февраля 2016 года	Дилма Руссефф	PERSON	0	13	0
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Юй Ян	PERSON	112	117	-1
Тиопентал натрия продавался Службам исполнения наказаний 2 штатов — Аризоны и Джорджии, торговлю вела небольшая оптовая фирма в Лондоне.	Службам исполнения наказаний	ORGANIZATION	28	56	0
Как пишет издание, в тесных финансовых кругах давно ходили слухи, что якобы 57-летняя М.Шапиро жаловалась на усталость и надеялась оставить свой пост после ноябрьских президентских выборов.	М.Шапиро	PERSON	86	94	0
Выдвижения кандидатуры Керри, представляющего в Сенате штата Массачусетс и номинировавшегося на пост президента в 2004 году, ожидалось еще с прошлой недели, когда представитель США в ООН Сьюзан Райс попросила президента Обаму снять ее кандидатуру.	Обаму	PERSON	220	225	1
Маленькое расследование, словно снежная лавина, набирает обороты и сметает всё то, во что верил Роберт.	Роберт	PERSON	96	102	0
Назначение Руснока и возможное утверждение его кабинета уже конкретно будет означать укрепление власти президента Земана, который ведет беспроигрышную игру.	президента	PROFESSION	103	113	0
69-летний Керри выполнял несколько важных дипломатических миссий при администрации Обамы.	администрации Обамы	ORGANIZATION	69	88	0
Отметим, что согласно итальянскому законодательству, людей в возрасте старше 75 лет, приговоренных за нетяжкие правонарушения, в тюрьму не сажают.	итальянскому	COUNTRY	22	34	0
Правительство Италии надеется, что меры жесткой экономии позволят успокоить инвесторов, опасающихся, что Италия станет следующей жертвой европейского долгового кризиса.	Италия	COUNTRY	105	111	1
Убийцу аспирантки из Китая приговорили к пожизненному заключению в США	США	COUNTRY	67	70	0
По сообщению газет New York Post, New York Times и других американских и мировых СМИ, глава Международного фонда Доминик Стросс-Кан арестован в Нью-Йорке по подозрению в сексуальном домогательстве.	New York Times	ORGANIZATION	34	48	0
Радикальная партия находится в номинальной оппозиции правительству, хотя ранее также выражала готовность работать с ним.	Радикальная партия	ORGANIZATION	0	18	1
Ранее госсекретарь США Джон Керри заявил, что президент США Барак Обама определит сроки ответа на кибератаки российских хакеров.	Джон Керри	PERSON	23	33	0
Ранее в четверг, 15 июня 2017 года, прокуроры в Вашингтоне выписали в отношении ряда охранников турецкого лидера ордера на арест.	прокуроры	PROFESSION	36	45	-1
Офицер военно-морской разведки Джеффри Дилайл, не обнаружил особых знаков волнения, когда ему был зачитан приговор, в котором офицера признали виновным в передаче иностранным организациям информации, которая могда повредить национальным интересам Канады.	Канады	COUNTRY	247	253	0
В основном действующими лицами рассказов Элис выступают молодые канадские девушки, со всеми трудностями и проблемами при взрослении, со страданиями и одиночеством стареющих женщин.	канадские	NATIONALITY	64	73	0
В другом твите Хаменеи заявил, что США сыграли главную роль в создании Исламского государства (ИГ) на саудовские деньги, направив затем ИГ «против иракского и сирийского народов».	иракского	COUNTRY	147	156	-1
В России не понимают, что они теряют», — сказала комедиантка и телеведущая Эллен Дедженерес.	комедиантка	PROFESSION	49	60	0
Для россиян этот этап стал обнадёживающим.	россиян	NATIONALITY	4	11	1
Лауреатом конкурса «Флер-де-лис», приуроченного к победе России в Отечественной войне 1812 года, стала программа содействия издательскому делу Pouchkine, в рамках которой в 1990—2012 годах был поддержан выпуск в российских издательствах около 900 переводов французской литературы универсальной тематики.	российских	COUNTRY	212	222	0
Выступая в 5 октября на пресс-конференции, президент Барак Обама признал, что протесты вызваны недовольством медленными темпами восстановления экономики и безответственностью виновных в возникновении глобального финансового кризиса.	президент	PROFESSION	43	52	0
Германия грозит России «огромным ущербом»	России	COUNTRY	16	22	-1
В июне 33-летняя Савченко была схвачена пророссийскими сепаратистами на востоке Украины, где она служила в добровольческом проправительственном вооружённом формировании.	Савченко	PERSON	17	25	-1
Барак Обама принимает в Белом доме своего французского коллегу Николя Саркози.	Белом доме	ORGANIZATION	24	34	0
Помилованы были офицеры МВД Геронтий Алания, Михаил Бибилуридзе, Автандил Апциаури и Александр Гачава.	офицеры МВД	PROFESSION	16	27	0
В частности, русская крестьянская одежда (особенно рубахи) на Тамбовщине имеет ярко выраженное мордовское происхождение.	мордовское	NATIONALITY	95	105	0
Об этом также заявил в твиттере представитель талибов Забиулла Муджахид.	Забиулла Муджахид	PERSON	54	71	0
Первоначально факт того, что форма была сшита в Китае, не афишировался, но бирку «Made in China» заметили журналисты телеканала ABC.	ABC	ORGANIZATION	128	131	0
Как сообщил The Hollywood Reporter в конце сентября 2014 года, британский актёр Мэтт Смит, исполняющий роль Одиннадцатого Доктора в британском телесериале «Доктор Кто», сыграет в экранизации романа американского писателя Сета Грэма-Смита «Гордость и предубеждение и зомби», которая является вольной интерпретацией классического произведения англичанки Джейн Остин, священника мистера Коллинза.	Одиннадцатого Доктора	PERSON	108	129	1
У Bruins такой суперветеран есть — 42-летний Марк Рекки, который станет вторым по возрасту хоккеистом, когда-либо игравшим в финале НХЛ.	Марк Рекки	PERSON	45	55	0
Примерно в 20:00 по местному времени (22:00 мск) злоумышленник прорвался на сцену, когда Адамович произносил речь и несколько раз ударил мэра ножом.	мэра	PROFESSION	137	141	0
Около 15:30 по местному времени в субботу, 8 февраля 2020 года, на военной базе Surathampithak 32-летний сержант Джакрапант Томма застрелил своего командира полковника Анантарота Красе и ещё двух людей — одного военного и 63-летнюю женщину.	полковника	PROFESSION	157	167	0
ODS имеет в 200-местной Нижней палате чешского парламента 53 депутата, TOP 09 - 41.	TOP 09	ORGANIZATION	71	77	0
Позднее выяснилось, что у одной из подозреваемых в убийстве Ким Чен Нама проявлялись симптомы отравления этим веществом.	Ким Чен Нама	PERSON	60	72	0
Во время штурма Кореш и около 80 его последователей погибли.	Кореш	PERSON	16	21	0
В частности, в 2014 году в разгоне участников митинга 7 ноября 2007 года, а также в противоправном вторжении в здание телеканала Имеди Бадри Патаркацишвили.	Бадри Патаркацишвили	PERSON	135	155	-1
Но в Судане, где молодой человек сделал остановку, его арестовали, а в декабре 2015 года депортировали в Индию.	Индию	COUNTRY	105	110	0
Группы хакеров известны как Sandworm, BlackEnergy Group, Telebots и VoodooBear и связаны с войсковой частью № 74455, утверждает британская сторона.	Telebots	ORGANIZATION	57	65	-1
Выражаю признательность родителям и педагогам юных героев, ведь нравственное и патриотическое воспитание, формирование у детей ответственного гражданского поведения, милосердия, мужества и смелости – это их заслуга.	педагогам	PROFESSION	36	45	1
Официальный представитель Министерства обороны США сообщил в микроблоге Twitter, что министр обороны Леон Панетта «внимательно следит» за развитием ситуации и очень обеспокоен по поводу возможной гибели местных жителей.	министр обороны	PROFESSION	85	100	0
В девяностые годы двадцатого века Сидибе был министром здравоохранения, а затем министром иностранных дел.	министром здравоохранения	PROFESSION	45	70	0
Председатель оргкомитета лондонской Олимпиады Себастьян Коэ назвал сложившуюся ситуацию «тягостной».	Председатель оргкомитета лондонской Олимпиады	PROFESSION	0	45	0
Награда по химии присуждена американцам Мартину Карплусу, Майклу Левитту и Арье Варшелю за разработку «многошкальных моделей комплексных химических систем».	Арье Варшелю	PERSON	75	87	0
Испания: MicroBank выдал 500 000 кредитов на общую сумму в 1000 млн евро	Испания	COUNTRY	0	7	0
Финансовый покровитель британских газет Independent и London Evening Standard, Лебедев говорит, что судебный процесс над ним является местью Кремля критику правительства и совладельцу российской газеты, которая критически настроена в отношении президента Владимира Путина.	правительства	ORGANIZATION	156	169	-1
В Японии оппозиция опережает по популярности правящую партию	оппозиция	ORGANIZATION	9	18	1
«Лидс», которого считают одним из величайших защитников в истории мирового хоккея, объявил об этом на специальной пресс-конференции.	Лидс	PERSON	1	5	0
«Это как мое последнее желание — увидеть Rolling Stones», сказал Хоакин.	Rolling Stones	ORGANIZATION	41	55	1
Курс евро к швейцарскому франку рухнул на 30% за 20 минут	швейцарскому	COUNTRY	12	24	0
Кроме книги Баффета, в список Forbes вошли: «Маленькая книга, которая способна победить рынок», написанная основателем инвестиционной компании Gotham Capital Джоэлем Гринблаттом, «Обыкновенные акции и необыкновенная прибыль» Филипа Фишера, «Разумный инвестор» Бена Грэхема, «Получить прибыль от мирового экономического кризиса: находя инвестиционные возможности, следуя трендам глобального рынка» Бада Конрада.	Джоэлем Гринблаттом	PERSON	158	177	0
В своём фейсбук-аккаунте Ивоби назвал главу «Лиги» Маттео Сальвини «великим лидером», который привёл партию к победе.	Лиги	ORGANIZATION	45	49	0
Согласно правительственному докладу, опубликованному в конце октября, за первые девять месяцев этого года в результате авиаударов НАТО погибло 177 человек, от авиударов афганской армии — 289 человек.	афганской армии	ORGANIZATION	169	184	-1
Режиссёром одного из задуманных фильмов станет высказавшийся в поддержку Ассанжа документалист Майкл Мур — автор нашумевшего фильма «Фаренгейт 9/11» о причастности Джорджа Буша к трагедии 11 сентября.	документалист	PROFESSION	81	94	0
В ходе судебных прений, прошедших 15 ноября, прокурор Андрей Сергеев просил переквалифицировать обвинение со статьи 111 УК РФ на более мягкую — «причинение смерти по неосторожности» (ст.109 УК РФ — подразумевает лишение свободы на срок до 2 лет) и зачесть Мирзаеву отбытый срок и освободить в зале суда.	Мирзаеву	PERSON	256	264	-1
Наибольшую известность футболист приобрёл в «Бенфике».	Бенфике	ORGANIZATION	45	52	0
Мурси и его сторонников обвиняют также в передаче секретных документов разведке катарской.	катарской	COUNTRY	80	89	0
В этот день во многих российских и украинских православных церквах прошли престольные праздники в честь этой иконы.	украинских	COUNTRY	35	45	0
В пресс-службе ГУ МВД России по Москве уточнили подробности прошлой ночи: ''«По предварительным данным, Голуб поймала таксиста-частника, чтобы доехать до дома.	ГУ МВД России по Москве	ORGANIZATION	15	38	0
Возможно, именно поэтому кураторы особо эффективных менеджеров предпочитают выступать с арией московского гостя сразу в Лондоне, среди целевой аудитории.	кураторы	PROFESSION	25	33	-1
Президент Дональд Трамп помиловал Джо Арпайо, своего политического союзника, который называл себя «самым суровым шерифом Америки».	Президент	PROFESSION	0	9	0
Связанное с Исламским государством агентство Amaq назвало Шекатта своим «солдатом», который «осуществил эту операцию в ответ на призывы сделать мишенью граждан стран коалиции».	Исламским государством	ORGANIZATION	12	34	1
Пришедшие на «Кубок Поморья» северяне смогли также насладиться дефиле восточного костюма, которое представили им очаровательные модели из агентства CENTERUM: Анастасия Шкуренко, Анастасия Большакова, Вероника Платонова, Даша Турова.	Анастасия Шкуренко	PERSON	158	176	1
"Главные реликвии хода — икона Божией матери ""Казанская"" из Свято-Тихвинского гуманитарного университета г. Москвы  крест, с которым православные верующие прошли пешим ходом из Владивостока до Москвы."	Божией матери	PERSON	30	43	0
Украинская лётчица Надежда Савченко, которая находится под арестом в Москве, в пятницу, 30 января 2015 года, передала через своих адвокатов, что российские власти возбудили против нее новое дело по обвинению в незаконном пересечении границы.	российские	COUNTRY	145	155	0
Праздничные торжества начались на Горе Герцеля в Иерусалиме, где собрались многие видные израильские общественные и политические деятели, такие как президент Израиля Шимон Перес и премьер-министр Израиля Биньямин Нетаньяху, также участие в траурной церемонии приняли министры и депутаты кнессета.	президент Израиля	PROFESSION	148	165	0
Позже Андрей Владимирович переехал в Москву, где окончил Школу-студию МХАТ (мастерская Александра Калягина), после чего стал актером МХАТа имени Чехова.	Андрей Владимирович	PERSON	6	25	0
Этому назначению предшествовал громкий скандал, сопровождавший историю отставки прежнего главы администрации Радия Хабирова.	главы администрации	PROFESSION	89	108	0
Марчевский призвал не пускать «Оно» в отечественный прокат: «Мы должны охранять наши святыни, нашу культуру, в том числе ее символы радости — клоунов и цирк».	Марчевский	PERSON	0	10	1
Представитель Госдепа заявил: «Такой визит крайне неуместен в связи с беспрецедентной репрессивной кампанией, проводимой в Синьцзяне против уйгуров, этнических казахов, киргизов и других мусульман», «Пекин продолжает изображать свою репрессивную кампанию против уйгуров и других мусульман как законные усилия по борьбе с терроризмом».	уйгуров	NATIONALITY	262	269	-1
Председатель влиятельного Комитета по иностранным делам стал первым представителем властных структур США, посещающим Исламабад после ликвидации 2 мая американским спецназом лидера Аль-Кайды Усамы бин Ладена.	спецназом	ORGANIZATION	163	172	0
Китай согласен с США, что необходимо уважать суверенитет и территориальную целостность Украины в ее споре с Россией.	США	COUNTRY	17	20	1
С 95-летием Владимира Этуша поздравил президент России Владимир Путин.	Владимира Этуша	PERSON	12	27	1
Хотя фестиваль призван в первую очередь привлечь внимание к работам начинающих независимых режиссеров, он пользуется большой популярностью и у известных деятелей кино.	режиссеров	PROFESSION	91	101	0
Канцлер Германии Ангела Меркель предупредила Москву, что Европа может нанести «огромный экономический и политический ущерб» России, если ситуация в украинском Крыму продолжит обостряться.	России	COUNTRY	124	130	-1
Демонстрация, критика власти и свобода власти создает другую ситуацию, но со стороны полиции разгон митинга, закрытие телеканалов и ограничение свободного распространения информации — абсолютно неприемлемо для демократического общества», — заявил Матиас Йорш, докладчик ПАСЕ, сообщает BBC.	докладчик ПАСЕ	PROFESSION	260	274	0
Владимир Сливяк настроен обращаться в Думу по поводу изменения тех законов, которые были приняты за истекшее десятилетие.	Думу	ORGANIZATION	38	42	0
«Я не хочу быть членом правительства, из-за которого полиция избивает людей», — заявил Борисов в своей речи.	полиция	ORGANIZATION	53	60	-1
Лофнер предстал перед судом через два дня после стрельбы в Тусоне.	Лофнер	PERSON	0	6	-1
Испания: MicroBank выдал 500 000 кредитов на общую сумму в 1000 млн евро	MicroBank	ORGANIZATION	9	18	0
Ванесса, жена Коби, не находилась на борту.	Коби	PERSON	14	18	0
Как отмечается в заявлении, с которым выступила пресс-секретарь внешнеполитического ведомства Морган Ортагус, собеседники подтвердили общую приверженность США и Словении – союзников по НАТО, которых объединяют также двусторонние партнерские отношения, – делу обеспечения глобальной безопасности.	Морган Ортагус	PERSON	94	108	0
Также Google, конечно, не оставит без внимания пристрастие аудитории к социальным сетям.	Google	ORGANIZATION	6	12	0
Также на заседании Председатель Государственного Совета РТ Фарид Мухаметшин заявил, что в скором времени будет объявлен конкурс по написанию слов к Государственному гимну Татарстана.	Фарид Мухаметшин	PERSON	59	75	0
Президент Израиля Реувен Ривлин и премьер-министр Биньямин Нетаньяху обратились к Путину с просьбами о помиловании девушки.	Президент Израиля	PROFESSION	0	17	0
Самолёт китайской авиакомпании Suparna Airlines	китайской	COUNTRY	8	17	0
Бывший адвокат Абрамовича и Норьеги найден мёртвым	Абрамовича	PERSON	15	25	0
"Демократическая партия, созданная на основе коалиции ""Оливковое дерево"" бывшего премьер-министра страны Романо Проди и включающая в себя партии ""Левые демократы"" и ""Маргерита"", занимает 217 мест в 630-местном парламенте Италии и является одной из главных оппозиционных сил страны."	Романо Проди	PERSON	104	116	0
Хунсян подозревают в неких «серьезных экономических преступлениях», как следует из сообщений полиции провинции Ляонин и МИД Китая, сделанных ранее.	МИД	ORGANIZATION	120	123	0
Официальные поздравления в адрес мастера портрета направили, в том числе, президент Республики Беларусь Александр Лукашенко и Мэр Москвы Сергей Собянин.	Сергей Собянин	PERSON	137	151	1
 Поздравляю с юбилеем известного художника коренного москвича Александра Шилова Его называют мастером портрета Он запечатлел эпоху через яркие образы разных людей Желаю Александру Максовичу здоровья и долгих лет творчества	художника	PROFESSION	33	42	0
Wallmart в 2008 году получил чистую прибыль в 13,4 млрд долларов США, оборот компании в 2010 году составил 408,1 млрд долларов США.	Wallmart	ORGANIZATION	0	8	1
Французский адвокат Оливье Метцнер, представлявший интересы таких влиятельных фигур, как бывший диктатор Панамы Мануэль Норьега, экс-премьер Франции Доминик де Вильпен и российский олигарх Роман Абрамович, был найден мёртвым.	олигарх	PROFESSION	181	188	0
Об этом сообщают в своих микроблогах в ''Twitter'' участники акции, в частности, главный редактор «Эхо Москвы» Алексей Венедиктов и один из лидеров оппозиции Алексей Навальный.	редактор	PROFESSION	89	97	0
В Китае умер бывший глава корпорации CITIC	Китае	COUNTRY	2	7	0
Аятолла Хаменеи назвал удар по Сирии преступлением	Сирии	COUNTRY	31	36	0
Брат актрисы Мии Фэрроу покончил жизнь самоубийством	Брат	PROFESSION	0	4	0
В больнице его ввели в медикаментозную кому, сделали трепанацию, удалив субдуральную гематому и фрагмент правой стороны черепа, однако спасти спортсмена не удалось.	спортсмена	PROFESSION	142	152	0
В интервью журналу Wired и в официальном блоге, Макафи настаивает на своей невиновности, утверждая, что полиция сфабриковала уголовное дело, и заявлял, что в тюрьме его могут убить: ''«Вы можете называть меня параноиком, но они (власти Белиза) убьют меня, в этом нет никаких сомнений.	Wired	ORGANIZATION	19	24	0
Демонстрация, критика власти и свобода власти создает другую ситуацию, но со стороны полиции разгон митинга, закрытие телеканалов и ограничение свободного распространения информации — абсолютно неприемлемо для демократического общества», — заявил Матиас Йорш, докладчик ПАСЕ, сообщает BBC.	BBC	ORGANIZATION	285	288	0
Благотворительный фонд, созданный Биллом Гейтсом и его супругой Мелиндой, за семь лет инвестировал $200 млн в исследовательские проекты, разрабатывающие способы утилизации человеческих отходов в воду или удобрения.	Биллом Гейтсом	PERSON	34	48	0
Участницы панк-группы Pussy Riot Мария Алехина и Надежда Толоконникова отбывают двухлетний срок за хулиганство — девушки провели акцию в Храме Христа Спасителя в Москве, во время которой исполнили песню со словами «Богородица, Путина прогони».	Pussy Riot	ORGANIZATION	22	32	0
Представление по пьесе Надежды Птушкиной состоится вечером на сцене Театра имени Евгения Вахтангова в Москве.	Театра имени Евгения Вахтангова	ORGANIZATION	68	99	0
Приз за лучший иностранный документальный фильм жюри присудило камбоджийской ленте «Река меняет течение» о деревенских жителях, переезжающих в Пномпень.	камбоджийской	COUNTRY	63	76	0
С тех пор он скрывался, став самым разыскиваем подозреваемым военным преступником на территории бывшей Югославии.	Югославии	COUNTRY	103	112	0
Британия возложила ответственность за отравление Скрипаля на Россию.	Россию	COUNTRY	61	67	-1
Президент Белоруссии Александр Лукашенко выразил уверенность в том, что творчество юбиляра будет способствовать укреплению культурных связей между народами двух государств, сообщили в пресс-службе главы государства:	пресс-службе главы государства	ORGANIZATION	184	214	0
24 июня 2013 года миланский суд приговорил бывшего премьер-министра Италии Сильвио Берлускони к семи годам лишения свободы по делу несовершеннолетней танцовщицы Руби (Каримы эль-Маруг).	премьер-министра Италии	PROFESSION	51	74	0
Прошу простить Лебедева за его психическую неуравновешенность».	Лебедева	PERSON	15	23	-1
Глава контртеррористического подразделения Скотланд-Ярда Нил Басу прокомментировал находку:	Глава контртеррористического подразделения Скотланд-Ярда	PROFESSION	0	56	0
С аккаунтов Mimeng (咪 蒙) писала 42-летняя выпускница факультета литературы Ма Лин (马凌) и её команда авторов.	咪 蒙	PERSON	20	23	0
"В свою очередь, лидер коммунистов Войтех Филип заявляет: ""Мы считаем, что ситуация может быть разрешена только через досрочные выборы""."	Войтех Филип	PERSON	34	46	0
Победителем этапа оказался голландец Ларс Боом из команды Рабобанк, сумевший на первом подъёме оторваться от преследователей, да так и сохранивший преимущество, завершив этап в одиночестве.	Ларс Боом	PERSON	37	46	1
Представитель Пентагона, полковник Дэйв Батлер подтвердил, что афганские военные запросили у союзников «точечную поддержку с воздуха» во время боев с талибами: «Они сообщили и подтвердили, в каких районах не было дружественных сил.	Дэйв Батлер	PERSON	35	46	0
Главные роли исполняют Мария Шукшина и Андрей Мерзликин; также в спектакле примут участие Сергей Никоненко и Наталья Егорова.	Наталья Егорова	PERSON	109	124	0
Газета пишет, что отделение банка Квансон в Даньдуне работает на 13 этаже здания, занимаемого китайской группой компаний Хунсян, чьи контакты с КНДР стали предметом расследования.	Хунсян	ORGANIZATION	121	127	-1
В этот же день активистами КРИ, были проведены акции солидарности с бастующими и протестующими в Жанаозене у посольств Казахстана во многих городах мира.	посольств Казахстана	ORGANIZATION	109	129	0
Максимальна сумма кредита в «MicroBank» обычно не превышает 25 000 евро.	MicroBank	ORGANIZATION	29	38	0
Как сообщил The Hollywood Reporter в конце сентября 2014 года, британский актёр Мэтт Смит, исполняющий роль Одиннадцатого Доктора в британском телесериале «Доктор Кто», сыграет в экранизации романа американского писателя Сета Грэма-Смита «Гордость и предубеждение и зомби», которая является вольной интерпретацией классического произведения англичанки Джейн Остин, священника мистера Коллинза.	британский	COUNTRY	63	73	0
