sentence	entity	entity_tag	entity_pos_start_rel	entity_pos_end_rel
С 1-го января 2011года Украина обнулила импортную пошлину на алкогольную продукцию, в частности, вино.	Украина	COUNTRY	23	30
Сейчас пошлина на импортный спирт составляет 10% с 1литра 100% спирта, однако ее упразднение позволит заменять традиционный зерновой спирт украинского производства импортным аналогом из тростника.	украинского	COUNTRY	139	150
Актриса понимает, что она не может сама себя контролировать и ей требуется помощь специалиста.	специалиста	PROFESSION	82	93
Говорят, что Анджелина ревнует Питта буквально ко всем, особенно к его бывшей жене, Дженнифер Энистон.	Дженнифер Энистон	PERSON	84	101
Говорят, что Анджелина ревнует Питта буквально ко всем, особенно к его бывшей жене, Дженнифер Энистон.	Питта	PERSON	31	36
Джоли и Питт не рекламировали важное событие своей жизни и не комментируют эту информацию.	Джоли	PERSON	0	5
Джоли и Питт не рекламировали важное событие своей жизни и не комментируют эту информацию.	Питт	PERSON	8	12
Звездная пара Анджелина Джоли и Брэд Питт в Марокко на берегу Индийского океана только в присутствии своих детей провела церемонию официального бракосочетания по местным традициям.	Анджелина Джоли	PERSON	14	29
Звездная пара Анджелина Джоли и Брэд Питт в Марокко на берегу Индийского океана только в присутствии своих детей провела церемонию официального бракосочетания по местным традициям.	Брэд Питт	PERSON	32	41
Звездная пара Анджелина Джоли и Брэд Питт в Марокко на берегу Индийского океана только в присутствии своих детей провела церемонию официального бракосочетания по местным традициям.	Марокко	COUNTRY	44	51
От раздражения Джоли страдает не только сама актриса, но и ее муж и дети.	актриса	PROFESSION	45	52
Стало известно, что Брэд Питт уговорил Анджелину Джоли обратиться к психиатру в связи с тем, что его любимую довольно часто одолевают вспышки гнева.	Анджелину Джоли	PERSON	39	54
Стало известно, что Брэд Питт уговорил Анджелину Джоли обратиться к психиатру в связи с тем, что его любимую довольно часто одолевают вспышки гнева.	Брэд Питт	PERSON	20	29
Стало известно, что Брэд Питт уговорил Анджелину Джоли обратиться к психиатру в связи с тем, что его любимую довольно часто одолевают вспышки гнева.	психиатру	PROFESSION	68	77
"В соглашениях между НАКом и ""PGNi"" от 2004 года предусмотрено, что в 2011 году Украина поставит Польше около 186 млн."	PGNi	ORGANIZATION	29	33
"В соглашениях между НАКом и ""PGNi"" от 2004 года предусмотрено, что в 2011 году Украина поставит Польше около 186 млн."	НАКом	ORGANIZATION	20	25
"В соглашениях между НАКом и ""PGNi"" от 2004 года предусмотрено, что в 2011 году Украина поставит Польше около 186 млн."	Польше	COUNTRY	96	102
"В соглашениях между НАКом и ""PGNi"" от 2004 года предусмотрено, что в 2011 году Украина поставит Польше около 186 млн."	Украина	COUNTRY	79	86
В субботу Украина приостановила экспорт газа в Польшу.	Польшу	COUNTRY	47	53
В субботу Украина приостановила экспорт газа в Польшу.	Украина	COUNTRY	10	17
"Как стало известно ранее из сообщения польской нефтегазовой компании ""PGNi"", ""Львовтрансгаз"" сообщил польской стороне о прекращении с 1 января 2011 года экспорта украинского газа."	Львовтрансгаз	ORGANIZATION	78	91
"Как стало известно ранее из сообщения польской нефтегазовой компании ""PGNi"", ""Львовтрансгаз"" сообщил польской стороне о прекращении с 1 января 2011 года экспорта украинского газа."	польской	COUNTRY	38	46
"Как стало известно ранее из сообщения польской нефтегазовой компании ""PGNi"", ""Львовтрансгаз"" сообщил польской стороне о прекращении с 1 января 2011 года экспорта украинского газа."	украинского	COUNTRY	162	173
"Об этом сообщает ЛИГА со ссылкой на управление магистральных газопроводов ""Львовтрансгаз""."	ЛИГА	ORGANIZATION	17	21
"Об этом сообщает ЛИГА со ссылкой на управление магистральных газопроводов ""Львовтрансгаз""."	Львовтрансгаз	ORGANIZATION	75	88
Ранее в сентябре 2010 года поставки природного газа в Польшу уже прерывались по той же причине, но через некоторое время были восстановлены.	Польшу	COUNTRY	54	60
"Там отмечают, что прерывание поставок ""Нафтогаза"" связано с изменениями законодательства, согласно которому весь объем природного газа, добытого в Украине, должен быть направлен исключительно на удовлетворение внутренних потребностей."	Украине	COUNTRY	147	154
  Кануте, сыгравший головой на опережение.	Кануте	PERSON	2	8
  завоевывала три очка 14 ноября в матче с «Сарагосой».	Сарагосой	ORGANIZATION	44	53
  соорудили Хесус Навас, выполнивший блестящую подачу со штрафного, и Фредерик	Хесус Навас	PERSON	12	23
"""Тимошенко было предъявлено окончательное обвинение в совершении преступления, предусмотренного статьей 365 УК Украины (превышение власти или служебных полномочий, которые вызвало тяжкие последствия)"", - говорится в сообщении."	Тимошенко	PERSON	1	10
"""Тимошенко было предъявлено окончательное обвинение в совершении преступления, предусмотренного статьей 365 УК Украины (превышение власти или служебных полномочий, которые вызвало тяжкие последствия)"", - говорится в сообщении."	Украины	COUNTRY	111	118
"В пресс-службе подчеркнули, что накануне Тимошенко в течение двух часов давала показания по этому делу, а ""остальное время по собственной инициативе она знакомилась с материалами дела и комментировала их""."	Тимошенко	PERSON	41	50
"В пресс-службе подчеркнули, что накануне Тимошенко в течение двух часов давала показания по этому делу, а ""остальное время по собственной инициативе она знакомилась с материалами дела и комментировала их""."	пресс-службе	ORGANIZATION	2	14
В пятницу экс-премьер вновь была вызвана в генпрокуратуру.	премьер	PROFESSION	14	21
В четверг Тимошенко более 11 часов провела в здании генпрокуратуры.	Тимошенко	PERSON	10	19
В четверг Тимошенко более 11 часов провела в здании генпрокуратуры.	генпрокуратуры	ORGANIZATION	52	66
"Затем она сообщила, что прокуратура завершила досудебное следствие по ""делу о Киотском протоколе""."	прокуратура	ORGANIZATION	24	35
Перед тем, как зайти внутрь, она сказала журналистам, что не знает, для чего ее вызвали.	журналистам	PROFESSION	41	52
Против Тимошенко на Украине возбуждены два уголовных дела, одно из которых связано с нецелевым использованием средств, полученных от продажи Украиной квот на выбросы парниковых газов в рамках Киотского протокола, другое - с закупкой 1 тысячи автомобилей для службы скорой помощи по завышенной цене.	Тимошенко	PERSON	7	16
Против Тимошенко на Украине возбуждены два уголовных дела, одно из которых связано с нецелевым использованием средств, полученных от продажи Украиной квот на выбросы парниковых газов в рамках Киотского протокола, другое - с закупкой 1 тысячи автомобилей для службы скорой помощи по завышенной цене.	Украине	COUNTRY	20	27
Против Тимошенко на Украине возбуждены два уголовных дела, одно из которых связано с нецелевым использованием средств, полученных от продажи Украиной квот на выбросы парниковых газов в рамках Киотского протокола, другое - с закупкой 1 тысячи автомобилей для службы скорой помощи по завышенной цене.	Украиной	COUNTRY	141	149
Тимошенко, которая долгое время была главным политическим оппонентом нынешнего президента Виктора Януковича, не признает вину и заявляет, что нынешняя власть пытается свести с ней счеты.	Виктора Януковича	PERSON	90	107
Тимошенко, которая долгое время была главным политическим оппонентом нынешнего президента Виктора Януковича, не признает вину и заявляет, что нынешняя власть пытается свести с ней счеты.	Тимошенко	PERSON	0	9
Тимошенко, которая долгое время была главным политическим оппонентом нынешнего президента Виктора Януковича, не признает вину и заявляет, что нынешняя власть пытается свести с ней счеты.	президента	PROFESSION	79	89
Украинское руководство опровергает политические мотивы уголовного преследования главы предыдущего правительства.	Украинское	COUNTRY	0	10
Украинское руководство опровергает политические мотивы уголовного преследования главы предыдущего правительства.	главы предыдущего правительства	PROFESSION	80	111
Экс-премьеру Украины, лидеру оппозиции Юлии Тимошенко предъявлено окончательное обвинение в превышении власти или служебных полномочий, повлекшем тяжкие последствия, по делу о нецелевом использовании средств, полученных в рамках Киотского протокола, сообщает в пятницу пресс-служба генеральной прокуратуры страны.	Юлии Тимошенко	PERSON	39	53
Экс-премьеру Украины, лидеру оппозиции Юлии Тимошенко предъявлено окончательное обвинение в превышении власти или служебных полномочий, повлекшем тяжкие последствия, по делу о нецелевом использовании средств, полученных в рамках Киотского протокола, сообщает в пятницу пресс-служба генеральной прокуратуры страны.	генеральной прокуратуры	ORGANIZATION	282	305
Экс-премьеру Украины, лидеру оппозиции Юлии Тимошенко предъявлено окончательное обвинение в превышении власти или служебных полномочий, повлекшем тяжкие последствия, по делу о нецелевом использовании средств, полученных в рамках Киотского протокола, сообщает в пятницу пресс-служба генеральной прокуратуры страны.	лидеру оппозиции	PROFESSION	22	38
Экс-премьеру Украины, лидеру оппозиции Юлии Тимошенко предъявлено окончательное обвинение в превышении власти или служебных полномочий, повлекшем тяжкие последствия, по делу о нецелевом использовании средств, полученных в рамках Киотского протокола, сообщает в пятницу пресс-служба генеральной прокуратуры страны.	премьеру Украины	PROFESSION	4	20
Экс-премьеру объявлено о завершении досудебного следствия по делу о средствах, полученных в рамках Киотского протокола, и предоставлены для ознакомления материалы уголовного дела.	премьеру	PROFESSION	4	12
Юлии Тимошенко предъявили обвинение в превышении власти.	Юлии Тимошенко	PERSON	0	14
Напомним, что Пэрис Хилтон теперь тусит с владельцем сети ночных клубов Си Уэйтсом.	Пэрис Хилтон	PERSON	14	26
Напомним, что Пэрис Хилтон теперь тусит с владельцем сети ночных клубов Си Уэйтсом.	Си Уэйтсом	PERSON	72	82
Напомним, что Пэрис Хилтон теперь тусит с владельцем сети ночных клубов Си Уэйтсом.	владельцем сети ночных клубов	PROFESSION	42	71
Новый год Пэрис Хилтон отпраздновала с новым бойфрендом, без алкоголя и на пляже.	Пэрис Хилтон	PERSON	10	22
Пэрис Хилтон отпраздновала Новый год на пляже с новым бойфрендом, без алкоголя.	Пэрис Хилтон	PERSON	0	12
Светская девица отметила наступление 2011-о в Мексике, на пляже Кабо.	Мексике	COUNTRY	46	53
"В том числе - в ООН, ""Группе двадцати"", БРИК, других многосторонних форумов, в формате диалоговых механизмов России с региональными объединениями в Латинской Америке - МЕРКОСУР, Группа Рио, ОАГ."	БРИК	ORGANIZATION	40	44
"В том числе - в ООН, ""Группе двадцати"", БРИК, других многосторонних форумов, в формате диалоговых механизмов России с региональными объединениями в Латинской Америке - МЕРКОСУР, Группа Рио, ОАГ."	Группа Рио	ORGANIZATION	178	188
"В том числе - в ООН, ""Группе двадцати"", БРИК, других многосторонних форумов, в формате диалоговых механизмов России с региональными объединениями в Латинской Америке - МЕРКОСУР, Группа Рио, ОАГ."	Группе двадцати	ORGANIZATION	22	37
"В том числе - в ООН, ""Группе двадцати"", БРИК, других многосторонних форумов, в формате диалоговых механизмов России с региональными объединениями в Латинской Америке - МЕРКОСУР, Группа Рио, ОАГ."	МЕРКОСУР	ORGANIZATION	168	176
"В том числе - в ООН, ""Группе двадцати"", БРИК, других многосторонних форумов, в формате диалоговых механизмов России с региональными объединениями в Латинской Америке - МЕРКОСУР, Группа Рио, ОАГ."	ОАГ	ORGANIZATION	190	193
"В том числе - в ООН, ""Группе двадцати"", БРИК, других многосторонних форумов, в формате диалоговых механизмов России с региональными объединениями в Латинской Америке - МЕРКОСУР, Группа Рио, ОАГ."	ООН	ORGANIZATION	16	19
"В том числе - в ООН, ""Группе двадцати"", БРИК, других многосторонних форумов, в формате диалоговых механизмов России с региональными объединениями в Латинской Америке - МЕРКОСУР, Группа Рио, ОАГ."	России	COUNTRY	109	115
"Как сообщает пресс-служба главы Российского государства, в поздравлении, в частности, отмечается: ""Стратегическое партнерство с Бразилией - в числе приоритетов внешней политики России."	Бразилией	COUNTRY	128	137
"Как сообщает пресс-служба главы Российского государства, в поздравлении, в частности, отмечается: ""Стратегическое партнерство с Бразилией - в числе приоритетов внешней политики России."	России	COUNTRY	177	183
"Как сообщает пресс-служба главы Российского государства, в поздравлении, в частности, отмечается: ""Стратегическое партнерство с Бразилией - в числе приоритетов внешней политики России."	пресс-служба главы Российского государства	ORGANIZATION	13	55
Медведев поздравил президента Бразилии с вступлением в должность.	президента Бразилии	PROFESSION	19	38
Президент России Дмитрий Медведев направил поздравительное послание Дилме Роуссефф по случаю ее вступления в должность президента Федеративной Республики Бразилии.	Дилме Роуссефф	PERSON	68	82
Президент России Дмитрий Медведев направил поздравительное послание Дилме Роуссефф по случаю ее вступления в должность президента Федеративной Республики Бразилии.	Президент России	PROFESSION	0	16
Президент России Дмитрий Медведев направил поздравительное послание Дилме Роуссефф по случаю ее вступления в должность президента Федеративной Республики Бразилии.	президента Федеративной Республики Бразилии	PROFESSION	119	162
Это и завоевание «Шахтером» титула чемпиона Украины, а также его успехи в Лиге Чемпионов, и получение для нашего города права принять юношеский чемпионат мира по легкой атлетике 2013 года, и признание Донецка лучшим городом Украины по итогам исследования «Рейтинг ТОП-100».	Украины	COUNTRY	44	51
В 2009 году Йосеф Шилоах удостоился премии Иерусалимского кинофестиваля.	Иерусалимского кинофестиваля	ORGANIZATION	43	71
В 2009 году Йосеф Шилоах удостоился премии Иерусалимского кинофестиваля.	Йосеф Шилоах	PERSON	12	24
Ему также присвоили премию Израильской академии кино.	Израильской академии кино	ORGANIZATION	27	52
"Йосеф Шилоах сыграл множество ролей в известных израильских фильмах в 1970-х и 1980-х годах, в том числе, ""Полицейский Азулай"", а также в сериале ""Эскимо лимон"", ""Семья Цнаани"", ""Праздник в бильярдной"" и многих других."	Йосеф Шилоах	PERSON	0	12
"Йосеф Шилоах сыграл множество ролей в известных израильских фильмах в 1970-х и 1980-х годах, в том числе, ""Полицейский Азулай"", а также в сериале ""Эскимо лимон"", ""Семья Цнаани"", ""Праздник в бильярдной"" и многих других."	Цнаани	PERSON	169	175
"Йосеф Шилоах сыграл множество ролей в известных израильских фильмах в 1970-х и 1980-х годах, в том числе, ""Полицейский Азулай"", а также в сериале ""Эскимо лимон"", ""Семья Цнаани"", ""Праздник в бильярдной"" и многих других."	израильских	COUNTRY	48	59
Немало ролей сыграл Шилоах и в театральных постановках.	Шилоах	PERSON	20	26
После продолжительной тяжелой болезни скончался знаменитый киноактер Йосеф Шилоах, считавшийся символом израильского кино.	Йосеф Шилоах	PERSON	69	81
После продолжительной тяжелой болезни скончался знаменитый киноактер Йосеф Шилоах, считавшийся символом израильского кино.	израильского	COUNTRY	104	116
После продолжительной тяжелой болезни скончался знаменитый киноактер Йосеф Шилоах, считавшийся символом израильского кино.	киноактер	PROFESSION	59	68
"Последним фильмом с его участием стала картина режиссера Менахема Голана ""Дни любви"" (2005 год)."	Менахема Голана	PERSON	57	72
"Последним фильмом с его участием стала картина режиссера Менахема Голана ""Дни любви"" (2005 год)."	режиссера	PROFESSION	47	56
Умер актер Йосеф Шилоах, символ израильского кино.	Йосеф Шилоах	PERSON	11	23
Умер актер Йосеф Шилоах, символ израильского кино.	актер	PROFESSION	5	10
Умер актер Йосеф Шилоах, символ израильского кино.	израильского	COUNTRY	32	44
28-летний страж ворот рассматривается руководством «красных дьяволов», как замена уходящему в конце нынешнего сезона на пенсию Эдвину ван дер Сару.	Эдвину ван дер Сару	PERSON	127	146
28-летний страж ворот рассматривается руководством «красных дьяволов», как замена уходящему в конце нынешнего сезона на пенсию Эдвину ван дер Сару.	страж ворот	PROFESSION	10	21
Голкипер сборной Нигерии заинтересовал «Манчестер Юнайтед».	Голкипер сборной Нигерии	PROFESSION	0	24
Голкипер сборной Нигерии и израильского «Хапоэля» Винсент Эньяма попал в сферу интересов английского «Манчестер Юнайтед».	Винсент Эньяма	PERSON	50	64
Голкипер сборной Нигерии и израильского «Хапоэля» Винсент Эньяма попал в сферу интересов английского «Манчестер Юнайтед».	Голкипер сборной Нигерии	PROFESSION	0	24
Голкипер сборной Нигерии и израильского «Хапоэля» Винсент Эньяма попал в сферу интересов английского «Манчестер Юнайтед».	Хапоэля	ORGANIZATION	41	48
Голкипер сборной Нигерии и израильского «Хапоэля» Винсент Эньяма попал в сферу интересов английского «Манчестер Юнайтед».	английского	COUNTRY	89	100
Голкипер сборной Нигерии и израильского «Хапоэля» Винсент Эньяма попал в сферу интересов английского «Манчестер Юнайтед».	израильского	COUNTRY	27	39
Напомним, что на эту же роль «манкунианцы» планировали пригласить вратаря сборной России и московского ЦСКА Игоря Акинфеева, но россиянин вряд ли перейдет в МЮ» за небольшую цену, тогда как стоимость опытного нигерийца оценивается в всего лишь 2,5 миллиона евро.	Игоря Акинфеева	PERSON	108	123
Напомним, что на эту же роль «манкунианцы» планировали пригласить вратаря сборной России и московского ЦСКА Игоря Акинфеева, но россиянин вряд ли перейдет в МЮ» за небольшую цену, тогда как стоимость опытного нигерийца оценивается в всего лишь 2,5 миллиона евро.	МЮ	ORGANIZATION	157	159
Напомним, что на эту же роль «манкунианцы» планировали пригласить вратаря сборной России и московского ЦСКА Игоря Акинфеева, но россиянин вряд ли перейдет в МЮ» за небольшую цену, тогда как стоимость опытного нигерийца оценивается в всего лишь 2,5 миллиона евро.	вратаря сборной России	PROFESSION	66	88
Напомним, что на эту же роль «манкунианцы» планировали пригласить вратаря сборной России и московского ЦСКА Игоря Акинфеева, но россиянин вряд ли перейдет в МЮ» за небольшую цену, тогда как стоимость опытного нигерийца оценивается в всего лишь 2,5 миллиона евро.	московского ЦСКА	ORGANIZATION	91	107
Напомним, что на эту же роль «манкунианцы» планировали пригласить вратаря сборной России и московского ЦСКА Игоря Акинфеева, но россиянин вряд ли перейдет в МЮ» за небольшую цену, тогда как стоимость опытного нигерийца оценивается в всего лишь 2,5 миллиона евро.	нигерийца	NATIONALITY	209	218
Напомним, что на эту же роль «манкунианцы» планировали пригласить вратаря сборной России и московского ЦСКА Игоря Акинфеева, но россиянин вряд ли перейдет в МЮ» за небольшую цену, тогда как стоимость опытного нигерийца оценивается в всего лишь 2,5 миллиона евро.	россиянин	NATIONALITY	128	137
В этот же вечер сотрудники центра сообщили о происшествии в правоохранительные органы.	сотрудники центра	PROFESSION	16	33
"Как ранее сообщал портал ""Югополис"", в Краснодаре более суток искали 9-летнего мальчика, который сбежал из дома, украв у мамы 1500 рублей."	Югополис	ORGANIZATION	26	34
"— Девушка оставила записку, в которой написала, что ей скучно встречать Новый год в реабилитационном центре, поэтому она и убегает, - сообщает ""Югополису"" Сергей Черномазов, следователь СО по г.Краснодару."	Сергей Черномазов	PERSON	155	172
"— Девушка оставила записку, в которой написала, что ей скучно встречать Новый год в реабилитационном центре, поэтому она и убегает, - сообщает ""Югополису"" Сергей Черномазов, следователь СО по г.Краснодару."	Югополису	ORGANIZATION	144	153
"— Девушка оставила записку, в которой написала, что ей скучно встречать Новый год в реабилитационном центре, поэтому она и убегает, - сообщает ""Югополису"" Сергей Черномазов, следователь СО по г.Краснодару."	следователь СО по г.Краснодару	PROFESSION	174	204
«Надеемся, что удастся заключить союз с Южной Кореей в сфере обеспечения гарантий безопасности», - сказал Маэхара.	Южной Кореей	COUNTRY	40	52
Министр иностранных дел Японии Сэйдзи Маэхара в интервью южнокорейским СМИ заявил, что его страна хочет заключить союз с Южной Кореей, чтобы совместно противостоять провокаций со стороны КНДР.	КНДР	COUNTRY	187	191
Министр иностранных дел Японии Сэйдзи Маэхара в интервью южнокорейским СМИ заявил, что его страна хочет заключить союз с Южной Кореей, чтобы совместно противостоять провокаций со стороны КНДР.	Министр иностранных дел Японии	PROFESSION	0	30
Министр иностранных дел Японии Сэйдзи Маэхара в интервью южнокорейским СМИ заявил, что его страна хочет заключить союз с Южной Кореей, чтобы совместно противостоять провокаций со стороны КНДР.	Южной Кореей	COUNTRY	121	133
Министр иностранных дел Японии Сэйдзи Маэхара в интервью южнокорейским СМИ заявил, что его страна хочет заключить союз с Южной Кореей, чтобы совместно противостоять провокаций со стороны КНДР.	южнокорейским	COUNTRY	57	70
Он отметил, что «возможность вооруженных провокаций со стороны КНДР» остается.	КНДР	COUNTRY	63	67
По его словам, вооруженные провокации КНДР представляют «угрозу стабильности и миру» не только Корейского полуострова, но и всей Восточной Азии, передает РИА «Новости».	КНДР	COUNTRY	38	42
Япония предложила Южной Корее союз против КНДР.	КНДР	COUNTRY	42	46
Легенда мирового рок-н-ролла, американский музыкант Чак Берри почувствовал недомогание и упал в легкий обморок во время концерта в субботу вечером в Чикаго.	Чак Берри	PERSON	52	61
Легенда мирового рок-н-ролла, американский музыкант Чак Берри почувствовал недомогание и упал в легкий обморок во время концерта в субботу вечером в Чикаго.	американский	NATIONALITY	30	42
Легенда мирового рок-н-ролла, американский музыкант Чак Берри почувствовал недомогание и упал в легкий обморок во время концерта в субботу вечером в Чикаго.	музыкант	PROFESSION	43	51
Легендарный Чак Берри потерял сознание на концерте.	Чак Берри	PERSON	12	21
"Легендарный музыкант объединил ""черную"" музыку - блюз - с музыкой белых - кантри, тем самым получив совершенно новый звук, фактически изменивший мир - рок-н-ролл."	музыкант	PROFESSION	12	20
Многие критики склонны считать, что если бы не было Берри, не было бы The Beatles и The Rolling Stones , так как он оказал огромное влияние на их творчество.	The Beatles	ORGANIZATION	70	81
Многие критики склонны считать, что если бы не было Берри, не было бы The Beatles и The Rolling Stones , так как он оказал огромное влияние на их творчество.	The Rolling Stones	ORGANIZATION	84	102
Многие критики склонны считать, что если бы не было Берри, не было бы The Beatles и The Rolling Stones , так как он оказал огромное влияние на их творчество.	Берри	PERSON	52	57
С такими хитами Берри, как Rock and Roll Music, Roll Over Beethoven и Johnny B. Goode, рок-н-ролл окончательно завоевал мир.	Берри	PERSON	16	21
Чак Берри начал выступать в 50-е годы XX века и до сих пор регулярно гастролирует с концертами.	Чак Берри	PERSON	0	9
Браун уже был губернатором Калифорнии с 1975 по 1983 годы, однако запрет на три губернаторских срока его не коснулся, так как был введен в 1990 году.	Браун	PERSON	0	5
Браун уже был губернатором Калифорнии с 1975 по 1983 годы, однако запрет на три губернаторских срока его не коснулся, так как был введен в 1990 году.	губернатором Калифорнии	PROFESSION	14	37
Браун уже был губернатором Калифорнии с 1975 по 1983 годы, однако запрет на три губернаторских срока его не коснулся, так как был введен в 1990 году.	губернаторских	PROFESSION	80	94
В 1994 году в калифорнийском мотеле 16-летняя Сара Крузан застрелила своего бывшего сутенера.	сутенера	PROFESSION	84	92
Властью губернатора он сократил срок заключения до 25 лет и дал 32-летней Крузан право на досрочное освобождение.	губернатора	PROFESSION	8	19
Губернатор штата Калифорния Арнольд Шварценеггер , покидающий свой пост 3 января, помиловал женщину, приговоренную к пожизненному заключению без права досрочного освобождения.	Губернатор штата Калифорния	PROFESSION	0	27
Его на посту сменит демократ Джерри Браун, занимавший пост генпрокурора штата.	генпрокурора штата	PROFESSION	59	77
Напомним, Шварценеггер, представляющий Республиканскую партию, не смог участвовать в выборах в ноябре 2010 года, так как избирался губернатором Калифорнии уже два срока подряд.	Республиканскую партию	ORGANIZATION	39	61
Напомним, Шварценеггер, представляющий Республиканскую партию, не смог участвовать в выборах в ноябре 2010 года, так как избирался губернатором Калифорнии уже два срока подряд.	губернатором Калифорнии	PROFESSION	131	154
Об этом в понедельник сообщает агентство Associated Press .	Associated Press	ORGANIZATION	41	57
Шварценеггер помиловал убившую сутенера проститутку.	Шварценеггер	PERSON	0	12
Шварценеггер помиловал убившую сутенера проститутку.	сутенера	PROFESSION	31	39
  Теги: Реал Мадрид, Манчестер Сити, Кака	Кака	PERSON	37	41
  Теги: Реал Мадрид, Манчестер Сити, Кака	Манчестер Сити	ORGANIZATION	21	35
  Теги: Реал Мадрид, Манчестер Сити, Кака	Реал Мадрид	ORGANIZATION	8	19
"""Манчестер Сити"" не оставляет своих надежд заполучить Кака - летом ""горожане"" собираются сделать выгодное предложение бразильскому полузащитнику, если тот не сумеет обрести себя в нынешнем ""Реале""."	Кака	PERSON	54	58
"""Манчестер Сити"" не оставляет своих надежд заполучить Кака - летом ""горожане"" собираются сделать выгодное предложение бразильскому полузащитнику, если тот не сумеет обрести себя в нынешнем ""Реале""."	Реале	ORGANIZATION	190	195
"""Манчестер Сити"" не оставляет своих надежд заполучить Кака - летом ""горожане"" собираются сделать выгодное предложение бразильскому полузащитнику, если тот не сумеет обрести себя в нынешнем ""Реале""."	бразильскому	NATIONALITY	118	130
"""Манчестер Сити"" не оставляет своих надежд заполучить Кака - летом ""горожане"" собираются сделать выгодное предложение бразильскому полузащитнику, если тот не сумеет обрести себя в нынешнем ""Реале""."	полузащитнику	PROFESSION	131	144
"А за 6 месяцев до этого ""Манчестер Сити"", который тогда ещё не обрел свои грозные очертания и лишь демонстрировал свои амбиции, был готов заплатить за бразильца сразу 100 миллионов фунтов, но в силу ряда причин этот трансфер не состоялся."	бразильца	NATIONALITY	151	160
